-18.065693	27.754193
-18.065500	27.754170
-18.064337	27.754295
-18.063867	27.754504
-18.063205	27.755141
-18.063031	27.755073
-18.063008	27.754974
-18.062825	27.754960
-18.062333	27.755115
-18.062185	27.755281
-18.061555	27.755223
-18.061479	27.755423
-18.061369	27.755479
-18.061052	27.755369
-18.060880	27.755391
-18.059908	27.755791
-18.059536	27.756278
-18.059205	27.756023
-18.058554	27.756317
-18.058380	27.756610
-18.058449	27.756915
-18.058180	27.757823
-18.057684	27.757852
-18.057510	27.757784
-18.057322	27.757580
-18.057273	27.757663
-18.057347	27.757760
-18.057122	27.757702
-18.056356	27.757863
-18.056070	27.757779
-18.055288	27.758112
-18.055292	27.758248
-18.055356	27.758354
-18.055483	27.758541
-18.055465	27.758623
-18.055124	27.758378
-18.055052	27.758370
-18.054957	27.758598
-18.054521	27.758211
-18.054330	27.758296
-18.053229	27.758420
-18.053076	27.758748
-18.052717	27.758629
-18.052508	27.758408
-18.052320	27.758575
-18.051745	27.758651
-18.051599	27.758898
-18.051495	27.758783
-18.051068	27.758765
-18.050167	27.759182
-18.050154	27.759426
-18.050414	27.759663
-18.050180	27.759632
-18.050001	27.759375
-18.049830	27.759442
-18.049684	27.759661
-18.049475	27.759783
-18.049091	27.759837
-18.048419	27.759753
-18.048248	27.759810
-18.048215	27.759694
-18.048012	27.759680
-18.047947	27.759907
-18.047731	27.759813
-18.047706	27.759642
-18.047203	27.759770
-18.047164	27.759816
-18.047208	27.759951
-18.047283	27.760084
-18.047297	27.760598
-18.047000	27.760145
-18.046909	27.760147
-18.047017	27.760379
-18.046847	27.760446
-18.046672	27.760368
-18.046605	27.760144
-18.046524	27.760137
-18.045739	27.760380
-18.045663	27.760923
-18.045541	27.760916
-18.045456	27.760765
-18.045312	27.761057
-18.045187	27.760924
-18.045203	27.760789
-18.044952	27.760875
-18.044917	27.760714
-18.043978	27.760852
-18.042477	27.760831
-18.041851	27.760926
-18.041527	27.760951
-18.041427	27.760980
-18.041196	27.761075
-18.040254	27.761475
-18.040186	27.761594
-18.039956	27.761707
-18.039803	27.762017
-18.039726	27.761811
-18.039472	27.761790
-18.039408	27.761683
-18.039339	27.761757
-18.038923	27.761730
-18.038678	27.762060
-18.038439	27.761849
-18.036801	27.761632
-18.036168	27.761871
-18.035806	27.762321
-18.035370	27.762701
-18.035314	27.763225
-18.035015	27.763430
-18.034793	27.763462
-18.034839	27.763642
-18.034275	27.764159
-18.034025	27.763930
-18.033934	27.763941
-18.034037	27.764336
-18.033628	27.764588
-18.033599	27.764643
-18.033744	27.764757
-18.033644	27.765156
-18.033487	27.765376
-18.033257	27.765462
-18.032982	27.765450
-18.032791	27.765500
-18.032356	27.765536
-18.032479	27.765930
-18.032440	27.765985
-18.032305	27.765889
-18.032236	27.765963
-18.032470	27.766715
-18.031863	27.766404
-18.031277	27.766462
-18.031132	27.766727
-18.030572	27.767019
-18.030424	27.767175
-18.030380	27.767411
-18.030269	27.767413
-18.030222	27.767567
-18.030003	27.767726
-18.029366	27.767785
-18.029452	27.767954
-18.029385	27.768091
-18.029421	27.768280
-18.029208	27.768302
-18.028931	27.768182
-18.028800	27.768194
-18.028309	27.768773
-18.028315	27.768989
-18.028317	27.769062
-18.028317	27.769080
-18.028289	27.769161
-18.028315	27.769368
-18.028493	27.769581
-18.028490	27.769842
-18.027830	27.769803
-18.027583	27.769664
-18.027426	27.769857
-18.027276	27.769553
-18.026959	27.769831
-18.026786	27.769817
-18.027195	27.770313
-18.027201	27.770529
-18.026853	27.770393
-18.026705	27.770197
-18.026636	27.769874
-18.026027	27.769869
-18.025689	27.770102
-18.025777	27.770380
-18.025514	27.770377
-18.024748	27.770556
-18.023960	27.771042
-18.023139	27.771764
-18.022204	27.772055
-18.022219	27.772244
-18.022030	27.772365
-18.021854	27.772234
-18.021315	27.772543
-18.021126	27.772701
-18.020958	27.772858
-18.019041	27.774325
-18.018513	27.774643
-18.018474	27.774716
-18.018425	27.774771
-18.018460	27.774942
-18.018279	27.774982
-18.018152	27.775174
-18.018012	27.775222
-18.017854	27.775406
-18.017741	27.775724
-18.017836	27.775858
-18.017571	27.776143
-18.017693	27.776546
-18.017615	27.776656
-18.017288	27.776934
-18.017004	27.776922
-18.016703	27.777037
-18.016464	27.777556
-18.016525	27.777934
-18.016456	27.778377
-18.016548	27.778772
-18.016408	27.779226
-18.016646	27.779744
-18.016354	27.779841
-18.016218	27.779700
-18.016004	27.779659
-18.015324	27.779981
-18.015089	27.780293
-18.014804	27.781002
-18.015120	27.781428
-18.015358	27.781586
-18.015314	27.781830
-18.015131	27.781807
-18.014991	27.781900
-18.014414	27.782662
-18.013973	27.782870
-18.013276	27.782966
-18.012849	27.783300
-18.012684	27.783186
-18.012532	27.783181
-18.012334	27.783383
-18.012200	27.783666
-18.012221	27.784062
-18.011990	27.784149
-18.011983	27.784248
-18.012118	27.784353
-18.012080	27.784471
-18.011911	27.784574
-18.011398	27.784739
-18.011274	27.784651
-18.011351	27.784505
-18.011270	27.784489
-18.011098	27.784520
-18.010851	27.784399
-18.010591	27.784522
-18.010795	27.784932
-18.011036	27.785198
-18.011012	27.785451
-18.010597	27.785487
-18.010346	27.785195
-18.010203	27.785162
-18.009570	27.785392
-18.009134	27.785735
-18.008977	27.785928
-18.008830	27.786121
-18.008514	27.786425
-18.007588	27.786689
-18.006747	27.787095
-18.006463	27.787480
-18.006115	27.788444
-18.005486	27.788440
-18.003858	27.788611
-18.002842	27.788948
-18.002588	27.789297
-18.002393	27.789193
-18.002039	27.789227
-18.001824	27.789178
-18.001753	27.789549
-18.001950	27.790068
-18.001878	27.790404
-18.001750	27.790533
-18.001312	27.790452
-18.000697	27.790222
-18.000527	27.790704
-18.000417	27.790751
-18.000023	27.790435
-17.999643	27.789902
-17.999260	27.790731
-17.998900	27.790531
-17.998793	27.790317
-17.998205	27.790357
-17.998134	27.790359
-17.997923	27.790399
-17.997634	27.790595
-17.997330	27.790971
-17.997292	27.791441
-17.997093	27.791599
-17.996818	27.791560
-17.996866	27.792190
-17.996729	27.792365
-17.996829	27.792687
-17.996718	27.792690
-17.996423	27.792299
-17.995892	27.792166
-17.995659	27.792189
-17.995542	27.792345
-17.995886	27.792699
-17.995989	27.793111
-17.995715	27.793126
-17.995560	27.793030
-17.995363	27.792854
-17.995297	27.792675
-17.994975	27.792754
-17.994788	27.792966
-17.994687	27.793726
-17.994256	27.793898
-17.993898	27.793806
-17.993657	27.793911
-17.993202	27.794317
-17.992980	27.794746
-17.993025	27.794898
-17.993028	27.794998
-17.993054	27.795205
-17.992828	27.795489
-17.992739	27.795942
-17.992443	27.795849
-17.992394	27.795922
-17.992910	27.796227
-17.992922	27.796299
-17.992526	27.796280
-17.991633	27.795930
-17.991854	27.796196
-17.991791	27.796486
-17.992212	27.796666
-17.992702	27.797179
-17.992491	27.797246
-17.992154	27.797172
-17.991989	27.797077
-17.991882	27.796854
-17.991676	27.796759
-17.991444	27.796773
-17.991465	27.797178
-17.991593	27.797419
-17.991483	27.797845
-17.990733	27.797880
-17.990598	27.798117
-17.990416	27.798148
-17.990368	27.798258
-17.990568	27.798497
-17.990550	27.798596
-17.990285	27.798557
-17.990038	27.798427
-17.989959	27.798510
-17.990088	27.798769
-17.990110	27.798831
-17.990102	27.798904
-17.990054	27.799004
-17.989679	27.799003
-17.988949	27.799398
-17.988763	27.800006
-17.989055	27.800288
-17.989172	27.800511
-17.989082	27.800559
-17.988812	27.800321
-17.988652	27.800414
-17.988389	27.801169
-17.987608	27.802295
-17.987257	27.803557
-17.986979	27.804140
-17.986198	27.807116
-17.986477	27.808390
-17.986350	27.809313
-17.986469	27.809960
-17.987104	27.811300
-17.987450	27.812456
-17.988131	27.813587
-17.988497	27.814363
-17.988572	27.814506
-17.988699	27.814702
-17.989075	27.815469
-17.989215	27.816143
-17.989846	27.818078
-17.990314	27.818852
-17.990698	27.819169
-17.991098	27.819692
-17.991006	27.820028
-17.991063	27.820270
-17.991652	27.821024
-17.992186	27.821274
-17.992457	27.821169
-17.992660	27.821165
-17.992693	27.821245
-17.992547	27.821456
-17.993477	27.821733
-17.993584	27.821911
-17.993758	27.821980
-17.993273	27.822423
-17.993122	27.822463
-17.992813	27.822298
-17.992816	27.822045
-17.992262	27.822193
-17.991779	27.821960
-17.991528	27.822064
-17.991290	27.821889
-17.991078	27.821921
-17.990953	27.821815
-17.990670	27.821857
-17.989952	27.821918
-17.989552	27.821764
-17.989352	27.821516
-17.989117	27.821458
-17.988805	27.821546
-17.988681	27.821440
-17.988507	27.821029
-17.988551	27.820794
-17.987889	27.820700
-17.985763	27.821603
-17.985684	27.821695
-17.985738	27.821784
-17.985499	27.821960
-17.985129	27.821788
-17.984652	27.821771
-17.984089	27.821982
-17.983574	27.822426
-17.982901	27.823406
-17.982909	27.823712
-17.982684	27.824376
-17.982964	27.824243
-17.983018	27.824341
-17.982932	27.824560
-17.982648	27.824927
-17.982507	27.824975
-17.982389	27.824734
-17.982462	27.824416
-17.982429	27.824336
-17.981950	27.824247
-17.981324	27.824378
-17.980822	27.824551
-17.980683	27.824671
-17.980348	27.824661
-17.980184	27.824971
-17.980058	27.824820
-17.979885	27.824806
-17.979629	27.825082
-17.979199	27.824956
-17.979001	27.824771
-17.978647	27.824806
-17.978159	27.825141
-17.977886	27.825174
-17.977215	27.825107
-17.976486	27.825168
-17.975903	27.825379
-17.975915	27.825460
-17.976039	27.825511
-17.976344	27.825541
-17.976157	27.825770
-17.975698	27.825681
-17.975532	27.825549
-17.975207	27.825538
-17.974460	27.826023
-17.973236	27.826555
-17.972800	27.826934
-17.972749	27.826935
-17.972626	27.826875
-17.972352	27.826863
-17.971953	27.827115
-17.972056	27.827564
-17.971842	27.827902
-17.971721	27.828292
-17.971723	27.828743
-17.971489	27.829064
-17.970795	27.829305
-17.969129	27.830730
-17.968648	27.830569
-17.968591	27.830714
-17.968715	27.831181
-17.968631	27.831444
-17.968470	27.831484
-17.968312	27.831631
-17.968209	27.831606
-17.968134	27.831464
-17.967608	27.831520
-17.967292	27.831834
-17.967041	27.832281
-17.966522	27.832626
-17.966369	27.832945
-17.966347	27.833270
-17.966050	27.833529
-17.966147	27.833744
-17.966460	27.834062
-17.966413	27.834216
-17.966451	27.834486
-17.966255	27.834355
-17.966137	27.834141
-17.966085	27.834088
-17.965744	27.833851
-17.965684	27.833871
-17.965639	27.834097
-17.965221	27.834016
-17.964964	27.834274
-17.964947	27.834383
-17.965433	27.834742
-17.965591	27.834955
-17.965486	27.835183
-17.965199	27.835451
-17.965005	27.835410
-17.964910	27.835268
-17.964692	27.835471
-17.964022	27.835088
-17.963770	27.835148
-17.963533	27.835369
-17.963458	27.835623
-17.963542	27.836091
-17.963438	27.836355
-17.963646	27.836918
-17.963575	27.837687
-17.963538	27.837796
-17.963378	27.837880
-17.963323	27.838107
-17.963309	27.838333
-17.963395	27.838511
-17.963062	27.838952
-17.962870	27.838974
-17.962712	27.838770
-17.962749	27.838634
-17.962333	27.838642
-17.961942	27.838831
-17.961749	27.838817
-17.961643	27.838648
-17.961611	27.838595
-17.961561	27.838614
-17.961564	27.838713
-17.961473	27.838751
-17.961312	27.838782
-17.961228	27.838702
-17.960858	27.838900
-17.960461	27.838845
-17.960200	27.838553
-17.960067	27.838529
-17.959518	27.838856
-17.959314	27.839203
-17.959365	27.839960
-17.959039	27.840292
-17.958944	27.840519
-17.958950	27.840745
-17.958800	27.840820
-17.958574	27.840735
-17.958253	27.840850
-17.958171	27.841194
-17.957977	27.841153
-17.957784	27.841527
-17.957734	27.841547
-17.957567	27.841379
-17.957204	27.840719
-17.956815	27.840583
-17.956656	27.840713
-17.956626	27.841092
-17.956347	27.840918
-17.956355	27.840854
-17.956061	27.840843
-17.955862	27.840991
-17.955585	27.841629
-17.955440	27.841524
-17.955327	27.841481
-17.954924	27.841589
-17.954725	27.841368
-17.954192	27.841162
-17.953864	27.840682
-17.953555	27.840491
-17.953420	27.840773
-17.952944	27.840801
-17.952778	27.841030
-17.952437	27.840821
-17.952237	27.840916
-17.952119	27.840675
-17.952006	27.840623
-17.951845	27.840680
-17.951660	27.840964
-17.951478	27.840616
-17.950923	27.840736
-17.950658	27.840309
-17.950157	27.840166
-17.949304	27.840167
-17.948638	27.840307
-17.948468	27.840401
-17.948281	27.840225
-17.948008	27.840275
-17.947799	27.840054
-17.947668	27.840066
-17.947581	27.840230
-17.947407	27.840180
-17.947333	27.840073
-17.947239	27.839985
-17.947129	27.840042
-17.947269	27.840336
-17.947233	27.840481
-17.946820	27.840599
-17.946546	27.840613
-17.946382	27.840536
-17.946299	27.840114
-17.946114	27.840018
-17.945652	27.840200
-17.945304	27.840478
-17.945149	27.840733
-17.945209	27.841093
-17.945124	27.841311
-17.945274	27.841624
-17.945125	27.842105
-17.944687	27.841663
-17.944504	27.841658
-17.944729	27.842105
-17.944496	27.842091
-17.944298	27.842276
-17.944196	27.843027
-17.943777	27.842928
-17.943722	27.843524
-17.943662	27.843535
-17.943472	27.843286
-17.943360	27.843252
-17.943044	27.843584
-17.942992	27.843910
-17.942993	27.843955
-17.943077	27.844043
-17.943110	27.844142
-17.942759	27.844312
-17.942348	27.844122
-17.942289	27.844177
-17.942611	27.844441
-17.942603	27.844549
-17.942195	27.844820
-17.941780	27.844874
-17.941778	27.845171
-17.941330	27.845506
-17.941127	27.845483
-17.940817	27.845273
-17.940592	27.845594
-17.940152	27.845459
-17.939687	27.845523
-17.939712	27.845703
-17.939990	27.846220
-17.939892	27.846357
-17.939587	27.846337
-17.939582	27.846535
-17.939254	27.846398
-17.939225	27.846101
-17.939309	27.845801
-17.939080	27.845599
-17.938392	27.845686
-17.938007	27.845333
-17.937836	27.845391
-17.937722	27.845682
-17.937767	27.845825
-17.937788	27.845870
-17.937732	27.846024
-17.937571	27.846082
